date,window_idx,worker_id,crew_id,zone,task,hour,imu_energy,imu_entropy,radar_entropy,zone_match,material_ready,drawing_ready,congestion_index,travel_ratio,interference_flag,task_complexity,productivity_score_true,productivity_class_true,productivity_score_pred,productivity_class_pred
05/01/2026,4,W05,C2,Z1,Framing,11,0.5519,0.604,0.5887,1,1,1,0.3774,0.263,0,0.4,0.7999,2,0.7665,2
05/01/2026,5,W05,C2,Z1,Framing,11.75,0.5401,0.5075,0.591,1,1,1,0.365,0.1534,1,0.4,0.7433,2,0.7209,2
05/01/2026,6,W05,C2,Z1,Framing,12.5,0.6705,0.5596,0.543,1,1,1,0.376,0.129,0,0.4,0.8964,2,0.8521,2
05/01/2026,7,W05,C2,Z1,Framing,13.25,0.7448,0.5763,0.6156,0,1,0,0.3546,0.1201,0,0.4,0.7256,2,0.7223,2
05/01/2026,8,W05,C2,Z1,Framing,14,0.7887,0.571,0.5138,0,1,1,0.4793,0.2404,1,0.4,0.6336,2,0.6221,2
05/01/2026,9,W05,C2,Z1,Framing,14.75,0.2443,0.5089,0.5161,1,0,1,0.4734,0.2007,0,0.4,0.4384,1,0.5523,1
05/01/2026,10,W05,C2,Z1,Framing,15.5,0.6451,0.3623,0.5617,1,1,1,0.3082,0.2866,1,0.4,0.7675,2,0.6904,2
05/01/2026,11,W05,C2,Z1,Framing,16.25,0.6154,0.6532,0.5689,1,1,1,0.1668,0.1193,1,0.4,0.6985,2,0.766,2
05/01/2026,0,W06,C3,Z1,Framing,8,0.2613,0.3491,0.5188,1,0,1,0.3082,0.0961,1,0.4,0.5565,1,0.6308,2
05/01/2026,1,W06,C3,Z1,Framing,8.75,0.6118,0.5516,0.5629,1,1,1,0.2108,0.0859,1,0.4,0.7698,2,0.7984,2
05/01/2026,2,W06,C3,Z1,Framing,9.5,0.4097,0.5357,0.4191,1,1,1,0.5759,0.0952,0,0.4,0.6619,2,0.7873,2
05/01/2026,3,W06,C3,Z1,Framing,10.25,0.6177,0.6927,0.5881,1,1,1,0.2284,0.3136,1,0.4,0.8276,2,0.829,2
05/01/2026,4,W06,C3,Z1,Framing,11,0.695,0.4171,0.5186,1,1,1,0.2181,0.2163,0,0.4,0.9479,2,0.8817,2
05/01/2026,5,W06,C3,Z1,Framing,11.75,0.7793,0.4235,0.6923,1,1,1,0.5059,0.384,0,0.4,0.8682,2,0.7697,2
05/01/2026,6,W06,C3,Z1,Framing,12.5,0.6519,0.6257,0.4874,1,1,1,0.4108,0.2652,0,0.4,0.9407,2,0.8134,2
05/01/2026,7,W06,C3,Z1,Framing,13.25,0.7154,0.628,0.4449,0,1,1,0.2451,0.193,0,0.4,0.7239,2,0.7844,2
05/01/2026,8,W06,C3,Z1,Framing,14,0.9229,0.7257,0.4454,0,1,1,0.5206,0.1909,0,0.4,0.7516,2,0.7955,2
05/01/2026,9,W06,C3,Z1,Framing,14.75,0.867,0.7258,0.4577,0,1,1,0.2927,0.1599,0,0.4,0.8699,2,0.8045,2
05/01/2026,10,W06,C3,Z1,Framing,15.5,0.6176,0.6418,0.6746,1,1,1,0.3844,0.1586,0,0.4,0.8329,2,0.7853,2
05/01/2026,11,W06,C3,Z1,Framing,16.25,0.5605,0.6917,0.6075,1,0,1,0.3436,0.1201,0,0.4,0.6828,2,0.7287,2
05/01/2026,0,W07,C1,Z1,Framing,8,0.3677,0.5523,0.3776,1,0,1,0.5215,0.2798,0,0.4,0.6403,2,0.619,2
05/01/2026,1,W07,C1,Z1,Framing,8.75,0.7263,0.5811,0.5246,1,1,1,0.4135,0.181,1,0.4,0.8348,2,0.7403,2
05/01/2026,2,W07,C1,Z1,Framing,9.5,0.6762,0.5248,0.4922,1,1,1,0.3965,0.2206,0,0.4,0.7997,2,0.8561,2
05/01/2026,3,W07,C1,Z1,Framing,10.25,0.7282,0.507,0.567,1,1,0,0.1956,0.3214,0,0.4,0.7713,2,0.8541,2
05/01/2026,4,W07,C1,Z1,Framing,11,0.8051,0.5454,0.519,1,1,1,0.2927,0.1085,1,0.4,0.7898,2,0.8748,2
05/01/2026,5,W07,C1,Z1,Framing,11.75,0.5746,0.4556,0.4887,0,1,1,0.1781,0.2192,0,0.4,0.7496,2,0.7458,2
05/01/2026,6,W07,C1,Z1,Framing,12.5,0.6772,0.6179,0.3397,0,1,1,0.4983,0.0755,0,0.4,0.7132,2,0.7473,2
05/01/2026,7,W07,C1,Z1,Framing,13.25,0.9149,0.5886,0.6117,0,1,0,0.3305,0.2089,0,0.4,0.891,2,0.7824,2
05/01/2026,8,W07,C1,Z1,Framing,14,0.5162,0.5749,0.5535,1,1,1,0.3695,0.236,0,0.4,0.8236,2,0.8287,2
05/01/2026,9,W07,C1,Z1,Framing,14.75,0.7956,0.7395,0.48,1,1,1,0.4472,0.3103,0,0.4,0.7776,2,0.8466,2
05/01/2026,10,W07,C1,Z1,Framing,15.5,0.5556,0.4967,0.5152,0,1,0,0.4224,0.3017,0,0.4,0.5743,1,0.5907,1
05/01/2026,11,W07,C1,Z1,Framing,16.25,0.444,0.6846,0.6786,1,1,1,0.4886,0.4336,0,0.4,0.7655,2,0.7305,2
05/01/2026,0,W08,C2,Z4,Framing,8,0.6226,0.5826,0.7804,1,1,1,0.2067,0.2136,0,0.4,0.8606,2,0.8838,2
05/01/2026,1,W08,C2,Z4,Framing,8.75,0.433,0.4622,0.4447,1,1,1,0.6181,0.2113,0,0.4,0.7256,2,0.669,2
05/01/2026,2,W08,C2,Z4,Framing,9.5,0.78,0.6087,0.6053,1,1,1,0.3875,0.3086,1,0.4,0.7215,2,0.8174,2
05/01/2026,3,W08,C2,Z4,Framing,10.25,0.6709,0.7048,0.4742,1,1,1,0.2519,0.2305,0,0.4,0.8609,2,0.892,2
05/01/2026,4,W08,C2,Z4,Framing,11,0.7814,0.6072,0.7189,1,1,1,0.2353,0.2344,0,0.4,0.9258,2,0.9405,2
05/01/2026,5,W08,C2,Z4,Framing,11.75,0.7501,0.5411,0.5745,0,1,1,0.2691,0.3796,0,0.4,0.8015,2,0.7594,2
05/01/2026,6,W08,C2,Z4,Framing,12.5,0.7393,0.6062,0.3838,1,1,1,0.258,0.3359,0,0.4,0.8628,2,0.8337,2
05/01/2026,7,W08,C2,Z4,Framing,13.25,0.5205,0.6001,0.5306,1,1,1,0.0564,0.0951,0,0.4,0.8919,2,0.9103,2
05/01/2026,8,W08,C2,Z4,Framing,14,0.7002,0.7268,0.4064,1,1,1,0.2972,0.3957,0,0.4,0.8277,2,0.8044,2
05/01/2026,9,W08,C2,Z4,Framing,14.75,0.7047,0.6379,0.4507,0,1,1,0.2133,0.1616,0,0.4,0.66,2,0.7558,2
05/01/2026,10,W08,C2,Z4,Framing,15.5,0.6235,0.4712,0.5788,1,1,1,0.2626,0.5355,0,0.4,0.73,2,0.7684,2
05/01/2026,11,W08,C2,Z4,Framing,16.25,0.5535,0.6551,0.4185,1,1,1,0.2843,0.212,0,0.4,0.846,2,0.7587,2
05/01/2026,0,W09,C3,Z3,Framing,8,0.7849,0.7699,0.5931,1,1,1,0.5467,0.1707,0,0.4,0.8192,2,0.7755,2
05/01/2026,1,W09,C3,Z3,Framing,8.75,0.8121,0.6129,0.6613,1,1,1,0.4738,0.2262,0,0.4,0.8321,2,0.8775,2
05/01/2026,2,W09,C3,Z3,Framing,9.5,0.4031,0.5956,0.5569,1,1,1,0.4882,0.113,0,0.4,0.6801,2,0.6929,2
05/01/2026,3,W09,C3,Z3,Framing,10.25,0.5706,0.6218,0.2975,1,1,1,0.3264,0.14,1,0.4,0.59,1,0.7021,2
05/01/2026,4,W09,C3,Z3,Framing,11,0.6655,0.7059,0.5101,1,1,0,0.2681,0.1264,0,0.4,0.8122,2,0.8391,2
05/01/2026,5,W09,C3,Z3,Framing,11.75,0.385,0.3129,0.6636,1,1,1,0.8542,0.1902,1,0.4,0.4964,1,0.4918,1
05/01/2026,6,W09,C3,Z3,Framing,12.5,0.4817,0.4964,0.5518,0,1,1,0.3603,0.1459,0,0.4,0.6513,2,0.6454,2
05/01/2026,7,W09,C3,Z3,Framing,13.25,0.6354,0.6524,0.6273,1,1,1,0.45,0.0985,0,0.4,0.7761,2,0.8205,2
05/01/2026,8,W09,C3,Z3,Framing,14,0.5718,0.6868,0.5914,0,1,1,0.4171,0.2086,0,0.4,0.6155,2,0.6209,2
05/01/2026,9,W09,C3,Z3,Framing,14.75,0.7677,0.5531,0.5216,1,1,1,0.5627,0.1945,0,0.4,0.6809,2,0.73,2
05/01/2026,10,W09,C3,Z3,Framing,15.5,0.632,0.4843,0.5971,0,1,1,0.3598,0.1902,0,0.4,0.5782,1,0.6157,2
05/01/2026,11,W09,C3,Z3,Framing,16.25,0.6079,0.5398,0.5307,1,1,1,0.5019,0.2217,0,0.4,0.6952,2,0.6702,2
05/01/2026,0,W10,C1,Z2,Framing,8,0.7931,0.7813,0.3471,0,1,1,0.2908,0.3055,0,0.4,0.6765,2,0.7668,2
05/01/2026,1,W10,C1,Z2,Framing,8.75,0.8604,0.8646,0.586,1,1,1,0.097,0.2157,0,0.4,0.902,2,0.9298,2
05/01/2026,2,W10,C1,Z2,Framing,9.5,0.9647,0.4786,0.6843,0,1,1,0.409,0.0923,0,0.4,0.7749,2,0.8156,2
05/01/2026,3,W10,C1,Z2,Framing,10.25,0.5139,0.4503,0.7035,1,1,0,0.3846,0.1738,0,0.4,0.7535,2,0.7179,2
05/01/2026,4,W10,C1,Z2,Framing,11,0.4918,0.6711,0.6044,0,0,1,0.2392,0.233,1,0.4,0.5216,1,0.4981,1
05/01/2026,5,W10,C1,Z2,Framing,11.75,0.6819,0.4179,0.5828,0,1,1,0.5298,0.0923,0,0.4,0.5857,1,0.6895,2
05/01/2026,6,W10,C1,Z2,Framing,12.5,0.5613,0.6616,0.6296,1,1,1,0.2355,0.1352,1,0.4,0.7021,2,0.8096,2
05/01/2026,7,W10,C1,Z2,Framing,13.25,0.4364,0.4896,0.4168,0,1,1,0.4369,0.281,0,0.4,0.616,2,0.6165,2
05/01/2026,8,W10,C1,Z2,Framing,14,0.8398,0.5312,0.7155,1,1,1,0.4228,0.1531,0,0.4,0.8862,2,0.8853,2
05/01/2026,9,W10,C1,Z2,Framing,14.75,0.7402,0.5592,0.4988,0,1,1,0.3803,0.0903,0,0.4,0.6055,1,0.7628,2
05/01/2026,10,W10,C1,Z2,Framing,15.5,0.6009,0.6193,0.4495,1,1,1,0.3436,0.2154,0,0.4,0.6784,2,0.7095,2
05/01/2026,11,W10,C1,Z2,Framing,16.25,0.6248,0.6481,0.4099,1,1,1,0.2827,0.1849,0,0.4,0.8139,2,0.7504,2
05/01/2026,0,W11,C2,Z2,Framing,8,0.3462,0.7955,0.4914,1,0,1,0.3279,0.2191,0,0.4,0.6368,2,0.6319,2
05/01/2026,1,W11,C2,Z2,Framing,8.75,0.5976,0.5886,0.4321,1,0,1,0.4705,0.2033,0,0.4,0.5287,1,0.6464,2
05/01/2026,2,W11,C2,Z2,Framing,9.5,0.5373,0.4038,0.4124,0,1,1,0.2412,0.3581,0,0.4,0.5811,1,0.6228,2
05/01/2026,3,W11,C2,Z2,Framing,10.25,0.4278,0.5849,0.5874,0,0,0,0.2702,0.309,0,0.4,0.4486,1,0.476,1
05/01/2026,4,W11,C2,Z2,Framing,11,0.4913,0.4924,0.4035,1,1,1,0.4281,0.2002,0,0.4,0.6971,2,0.7058,2
05/01/2026,5,W11,C2,Z2,Framing,11.75,0.769,0.542,0.5788,0,1,1,0.585,0.0825,0,0.4,0.7258,2,0.687,2
05/01/2026,6,W11,C2,Z2,Framing,12.5,0.6116,0.6371,0.4879,1,1,1,0.2782,0.2055,1,0.4,0.6765,2,0.7168,2
05/01/2026,7,W11,C2,Z2,Framing,13.25,0.5802,0.4907,0.5199,1,1,1,0.3541,0.0982,1,0.4,0.6463,2,0.6878,2
05/01/2026,8,W11,C2,Z2,Framing,14,0.6629,0.7102,0.5468,1,1,0,0.5195,0.188,0,0.4,0.7291,2,0.684,2
05/01/2026,9,W11,C2,Z2,Framing,14.75,0.62,0.5107,0.691,1,1,1,0.3767,0.1567,0,0.4,0.8199,2,0.768,2
05/01/2026,10,W11,C2,Z2,Framing,15.5,0.4671,0.5694,0.4259,1,1,0,0.4779,0.1029,0,0.4,0.4768,1,0.6354,2
05/01/2026,11,W11,C2,Z2,Framing,16.25,0.1771,0.5529,0.3296,1,0,1,0.1761,0.1028,1,0.4,0.3946,1,0.4409,1
05/01/2026,0,W12,C3,Z4,Framing,8,0.617,0.583,0.5497,1,1,1,0.3403,0.1601,0,0.4,0.8337,2,0.7966,2
05/01/2026,1,W12,C3,Z4,Framing,8.75,0.7782,0.5621,0.4191,1,1,1,0.4404,0.2496,0,0.4,0.7671,2,0.8064,2
05/01/2026,2,W12,C3,Z4,Framing,9.5,0.8925,0.7182,0.625,1,1,1,0.2956,0.1267,0,0.4,0.8561,2,0.9088,2
05/01/2026,3,W12,C3,Z4,Framing,10.25,0.5775,0.7307,0.6034,1,1,1,0.5332,0.2683,0,0.4,0.7088,2,0.7259,2
05/01/2026,4,W12,C3,Z4,Framing,11,0.8013,0.4742,0.5426,1,1,1,0.4646,0.1633,0,0.4,0.7523,2,0.8544,2
05/01/2026,5,W12,C3,Z4,Framing,11.75,0.6151,0.5162,0.6869,1,1,1,0.2388,0.2091,0,0.4,0.9391,2,0.8259,2
05/01/2026,6,W12,C3,Z4,Framing,12.5,0.5693,0.6508,0.4608,0,1,1,0.2885,0.272,1,0.4,0.5755,1,0.6211,2
05/01/2026,7,W12,C3,Z4,Framing,13.25,0.3982,0.6363,0.5324,1,0,1,0.3099,0.4913,0,0.4,0.554,1,0.618,2
05/01/2026,8,W12,C3,Z4,Framing,14,0.4619,0.6857,0.5358,1,1,1,0.5754,0.2099,0,0.4,0.6645,2,0.7272,2
05/01/2026,9,W12,C3,Z4,Framing,14.75,0.7198,0.6344,0.5068,0,1,1,0.0678,0.3007,0,0.4,0.6801,2,0.6929,2
05/01/2026,10,W12,C3,Z4,Framing,15.5,0.6422,0.5291,0.5456,1,1,1,0.2785,0.0261,1,0.4,0.6648,2,0.7012,2
05/01/2026,11,W12,C3,Z4,Framing,16.25,0.7268,0.7349,0.6608,0,1,1,0.4947,0.2765,0,0.4,0.618,2,0.6393,2
06/01/2026,0,W01,C1,Z3,Framing,8,0.8878,0.6883,0.7249,1,1,1,0.2843,0.1414,0,0.4,0.9113,2,0.9329,2
06/01/2026,1,W01,C1,Z3,Framing,8.75,0.5382,0.4435,0.475,1,1,1,0.378,0.2703,0,0.4,0.6878,2,0.6882,2
06/01/2026,2,W01,C1,Z3,Framing,9.5,0.7467,0.7739,0.5704,1,1,1,0.6822,0.3778,0,0.4,0.6805,2,0.6818,2
06/01/2026,3,W01,C1,Z3,Framing,10.25,0.6095,0.5981,0.5202,0,1,1,0.2119,0.1013,1,0.4,0.6222,2,0.6075,1
06/01/2026,4,W01,C1,Z3,Framing,11,0.5981,0.6245,0.559,0,0,1,0.2192,0.0352,0,0.4,0.6484,2,0.5536,1
06/01/2026,5,W01,C1,Z3,Framing,11.75,0.5758,0.659,0.5282,0,1,1,0.6056,0.2308,0,0.4,0.5354,1,0.6106,2
06/01/2026,6,W01,C1,Z3,Framing,12.5,0.6362,0.5463,0.3991,0,1,1,0.5986,0.1142,0,0.4,0.6077,1,0.6184,2
06/01/2026,7,W01,C1,Z3,Framing,13.25,0.4454,0.4858,0.8314,1,1,0,0.4313,0.1789,0,0.4,0.6679,2,0.6392,2
06/01/2026,8,W01,C1,Z3,Framing,14,0.7695,0.6589,0.7102,1,1,0,0.378,0.1757,0,0.4,0.8075,2,0.7754,2
06/01/2026,9,W01,C1,Z3,Framing,14.75,0.5716,0.6928,0.5518,0,1,0,0.5545,0.1906,0,0.4,0.4899,1,0.5536,1
06/01/2026,10,W01,C1,Z3,Framing,15.5,0.6653,0.6512,0.5283,1,1,1,0.385,0.1056,1,0.4,0.6295,2,0.6296,2
06/01/2026,11,W01,C1,Z3,Framing,16.25,0.456,0.5117,0.4083,0,0,0,0.5484,0.1288,0,0.4,0.3485,1,0.363,1
06/01/2026,0,W02,C2,Z1,Framing,8,0.732,0.5397,0.3992,1,1,1,0.3474,0.0838,0,0.4,0.7905,2,0.8536,2
06/01/2026,1,W02,C2,Z1,Framing,8.75,0.3282,0.646,0.6987,0,0,1,0.4071,0.3157,0,0.4,0.4957,1,0.564,1
06/01/2026,2,W02,C2,Z1,Framing,9.5,0.5798,0.6262,0.5337,1,1,0,0.2703,0.1666,0,0.4,0.8239,2,0.7542,2
06/01/2026,3,W02,C2,Z1,Framing,10.25,0.536,0.6211,0.4996,1,1,1,0.4308,0.1414,1,0.4,0.6943,2,0.7301,2
06/01/2026,4,W02,C2,Z1,Framing,11,0.6899,0.3698,0.5105,1,1,1,0.2179,0.1614,0,0.4,0.8224,2,0.8884,2
06/01/2026,5,W02,C2,Z1,Framing,11.75,0.3312,0.4588,0.2401,1,0,1,0.1444,0.1872,0,0.4,0.6603,2,0.614,2
06/01/2026,6,W02,C2,Z1,Framing,12.5,0.5439,0.3725,0.586,1,1,1,0.2081,0.3302,0,0.4,0.7059,2,0.7945,2
06/01/2026,7,W02,C2,Z1,Framing,13.25,0.5605,0.6177,0.5984,1,1,1,0.4662,0.1668,0,0.4,0.7946,2,0.7603,2
06/01/2026,8,W02,C2,Z1,Framing,14,0.587,0.5546,0.5574,1,1,1,0.3168,0.1995,0,0.4,0.6979,2,0.8002,2
06/01/2026,9,W02,C2,Z1,Framing,14.75,0.609,0.5563,0.5346,1,1,1,0.2589,0.1581,1,0.4,0.596,1,0.71,2
06/01/2026,10,W02,C2,Z1,Framing,15.5,0.725,0.6342,0.6376,1,1,1,0.1922,0.0079,0,0.4,0.8611,2,0.9046,2
06/01/2026,11,W02,C2,Z1,Framing,16.25,0.7057,0.6617,0.5665,1,1,1,0.476,0.2419,1,0.4,0.6896,2,0.6875,2
06/01/2026,0,W03,C3,Z2,Framing,8,0.6256,0.5985,0.6328,1,1,1,0.3353,0.2157,0,0.4,0.7735,2,0.8241,2
06/01/2026,1,W03,C3,Z2,Framing,8.75,0.2466,0.3659,0.4101,1,0,1,0.5062,0.2384,0,0.4,0.532,1,0.5662,1
06/01/2026,2,W03,C3,Z2,Framing,9.5,0.6408,0.4985,0.4848,1,1,1,0.2328,0.1127,0,0.4,0.7713,2,0.8953,2
06/01/2026,3,W03,C3,Z2,Framing,10.25,0.6404,0.6602,0.4956,1,1,1,0.3901,0.2612,0,0.4,0.7694,2,0.7917,2
06/01/2026,4,W03,C3,Z2,Framing,11,0.4422,0.5018,0.6686,0,1,1,0.4908,0.1817,0,0.4,0.6067,1,0.5916,1
06/01/2026,5,W03,C3,Z2,Framing,11.75,0.6764,0.631,0.6007,1,1,1,0.2506,0.176,0,0.4,0.8816,2,0.8764,2
06/01/2026,6,W03,C3,Z2,Framing,12.5,0.7463,0.7304,0.7511,1,1,1,0.2833,0.2477,1,0.4,0.745,2,0.8236,2
06/01/2026,7,W03,C3,Z2,Framing,13.25,0.5445,0.5271,0.5801,1,1,1,0.3491,0,0,0.4,0.8344,2,0.8283,2
06/01/2026,8,W03,C3,Z2,Framing,14,0.5983,0.4605,0.2396,1,1,1,0.456,0.1184,1,0.4,0.5967,1,0.6563,2
06/01/2026,9,W03,C3,Z2,Framing,14.75,0.4976,0.417,0.6316,1,1,1,0.3227,0.2123,0,0.4,0.6596,2,0.6967,2
06/01/2026,10,W03,C3,Z2,Framing,15.5,0.3518,0.658,0.5127,1,1,1,0.3271,0.164,0,0.4,0.6568,2,0.6957,2
